,label,begin,end,dynasty,monarch,monarchName,reignTitle,uri,last_year
425,南朝宋泰豫,472,472.0,南朝宋,明帝,刘彧,泰豫,http://data.library.sh.cn/authority/temporal/l6eun36qjsx22ehp,0
426,南朝宋元徽,473,477.0,南朝宋,后废帝,刘昱,元徽,http://data.library.sh.cn/authority/temporal/7za2lwuevdgxgur1,4
427,北魏承明,476,476.0,北魏,孝文帝,元宏,承明,http://data.library.sh.cn/authority/temporal/bnvgnsh8buss4zya,0
428,北魏太和,477,499.0,北魏,孝文帝,元宏,太和,http://data.library.sh.cn/authority/temporal/savsaojwo5g1p6io,22
429,南朝宋昇明,477,479.0,南朝宋,顺帝,刘準,昇明,http://data.library.sh.cn/authority/temporal/5zx95yp5b45bpfay,2
430,南齐建元,480,482.0,南齐,高帝,萧道成,建元,http://data.library.sh.cn/authority/temporal/8y3kyrwvdxuq8pgf,2
431,南齐永明,483,493.0,南齐,武帝,萧赜,永明,http://data.library.sh.cn/authority/temporal/chw9xq7jkkqcnu15,10
432,兴平,485,486.0,,,唐寓之,兴平,http://data.library.sh.cn/authority/temporal/xi7lk9p6blicj3b5,1
433,柔然太平,485,491.0,柔然,,伏名敦可汗,太平,http://data.library.sh.cn/authority/temporal/wtrghq8ls4rrvab6,6
434,柔然太安,492,505.0,柔然,,候其伏代库者可汗,太安,http://data.library.sh.cn/authority/temporal/1eq8ib28atkyt4k8,13
435,南齐隆昌,494,495.0,南齐,鬱林王,萧昭业,隆昌,http://data.library.sh.cn/authority/temporal/5ebpipuynsd61v2l,1
436,南齐延兴,495,495.0,南齐,海陵王,萧昭文,延兴,http://data.library.sh.cn/authority/temporal/5s2qzj1e6qphrp4r,0
437,南齐建武,495,498.0,南齐,明帝,萧鸾,建武,http://data.library.sh.cn/authority/temporal/wfpq126t2ybu3mbv,3
438,南齐永泰,498,498.0,南齐,东昏侯,萧宝卷,永泰,http://data.library.sh.cn/authority/temporal/zj385ksioq6zf52v,0
439,南齐永元,499,501.0,南齐,东昏侯,萧宝卷,永元,http://data.library.sh.cn/authority/temporal/dzktbpvwbmv4i3dy,2
440,建义,500,500.0,,,雍道晞,建义,http://data.library.sh.cn/authority/temporal/hksh4q64lnhdzotx,0
441,北魏景明,500,503.0,北魏,宣武帝,元恪,景明,http://data.library.sh.cn/authority/temporal/cxpmkpq7xsk92szt,3
442,南齐中兴,501,502.0,南齐,和帝,萧宝融,中兴,http://data.library.sh.cn/authority/temporal/neshqw3l83i5bqso,1
443,梁天监,503,519.0,梁,武帝,萧衍,天监,http://data.library.sh.cn/authority/temporal/bf195i3lq1i8hpqm,16
444,北魏正始,504,508.0,北魏,宣武帝,元恪,正始,http://data.library.sh.cn/authority/temporal/g9vmk1xzwcwp61nq,4
445,建明,506,506.0,,,吕苟儿,建明,http://data.library.sh.cn/authority/temporal/ctfeo8ltas5fsgmt,0
446,柔然始平,506,507.0,柔然,,佗汗可汗,始平,http://data.library.sh.cn/authority/temporal/u59nykt3lyta2zp9,1
447,柔然建昌,508,520.0,柔然,,豆罗伏跋豆伐可汗,建昌,http://data.library.sh.cn/authority/temporal/8sx6md9iq27jqr4c,12
448,北魏永平,508,512.0,北魏,宣武帝,元恪,永平,http://data.library.sh.cn/authority/temporal/nnlx3ab5wjg5nt4z,4
449,北魏延昌,512,515.0,北魏,宣武帝,元恪,延昌,http://data.library.sh.cn/authority/temporal/cjgzypd7x754n4g8,3
450,北魏熙平,516,518.0,北魏,孝明帝,元诩,熙平,http://data.library.sh.cn/authority/temporal/bm97wl47ik9ocew2,2
451,北魏神龟,518,520.0,北魏,孝明帝,元诩,神龟,http://data.library.sh.cn/authority/temporal/gc66rmk7e5p8m5hz,2
452,梁普通,520,527.0,梁,武帝,萧衍,普通,http://data.library.sh.cn/authority/temporal/wb3h3c7v48f1t1hg,7
453,北魏正光,520,525.0,北魏,孝明帝,元诩,正光,http://data.library.sh.cn/authority/temporal/isbc4jw1y6g8rxpj,5
454,真王,523,525.0,,,破六韩拔陵,真王,http://data.library.sh.cn/authority/temporal/j3adgs718r86ik44,2
455,天建,524,527.0,,,莫折念生,天建,http://data.library.sh.cn/authority/temporal/xlzyxhvammbcrigr,3
456,真王,525,528.0,,,杜洛周,真王,http://data.library.sh.cn/authority/temporal/sho27w2rmny31e2q,3
457,神嘉,525,535.0,,,刘蠡升,神嘉,http://data.library.sh.cn/authority/temporal/yv4dvcga1czq2gjm,10
458,北魏孝昌,525,527.0,北魏,孝明帝,元诩,孝昌,http://data.library.sh.cn/authority/temporal/vegv662mifiotg1z,2
459,鲁兴,526,526.0,,,鲜于修礼,鲁兴,http://data.library.sh.cn/authority/temporal/dhhe95v8l4ozxe2m,0
460,广安,526,528.0,,,葛荣,广安,http://data.library.sh.cn/authority/temporal/ioz7ymt44hjv21yx,2
461,隆绪,527,528.0,,,萧宝寅,隆绪,http://data.library.sh.cn/authority/temporal/yiifcof65iv19t6h,1
462,梁大通,527,529.0,梁,武帝,萧衍,大通,http://data.library.sh.cn/authority/temporal/fq7f9epifcro1msh,2
463,天统,528,529.0,,,邢杲,天统,http://data.library.sh.cn/authority/temporal/ac1llylnumapkzeo,1
464,神兽,528,530.0,,,万俟醜奴,神兽;神虎,http://data.library.sh.cn/authority/temporal/ocxugvq75dmfmp59,2
465,北魏武泰,528,530.0,北魏,孝明帝,元诩,武泰,http://data.library.sh.cn/authority/temporal/cb28gp81iupq74zw,2
466,孝基,529,529.0,,,元颢,孝基,http://data.library.sh.cn/authority/temporal/2o3gtqmge22gyyrq,0
467,建武,529,529.0,,,元颢,建武,http://data.library.sh.cn/authority/temporal/fn7349rgg9i8og9s,0
468,梁中大通,529,534.0,梁,武帝,萧衍,中大通,http://data.library.sh.cn/authority/temporal/6oqqry3jv5cenu6b,5
469,,530,530.0,,,高昌,,http://data.library.sh.cn/authority/temporal/pptpov5smktwp1ub,0
470,北魏建明,530,531.0,北魏,长广王,元晔,建明,http://data.library.sh.cn/authority/temporal/2xjouxridu8admxk,1
471,北魏建义,530,530.0,北魏,孝庄帝,元子攸,建义,http://data.library.sh.cn/authority/temporal/4hi1lne9o9593s5t,0
472,北魏永安,530,530.0,北魏,孝庄帝,元子攸,永安,http://data.library.sh.cn/authority/temporal/9961vy5q73kkqgi2,0
473,章和,531,548.0,,,麴坚,章和,http://data.library.sh.cn/authority/temporal/yslxj5gr6kx2tcaj,17
474,北魏普泰,531,532.0,北魏,节闵帝,元恭,普泰,http://data.library.sh.cn/authority/temporal/uos2m24bv4usvsut,1
475,北魏太昌,532,532.0,北魏,孝武帝,元修,太昌,http://data.library.sh.cn/authority/temporal/xqiae42z63d8vapa,0
476,北魏中兴,532,532.0,北魏,安定王,元朗,中兴,http://data.library.sh.cn/authority/temporal/6ausf72kyuz6q2ps,0
477,北魏永熙,533,534.0,北魏,安定王,元朗,永熙,http://data.library.sh.cn/authority/temporal/os2otx6sitda362u,1
478,北魏永兴,533,533.0,北魏,安定王,元朗,永兴,http://data.library.sh.cn/authority/temporal/q5mxn92fxbmy2uri,0
479,东魏天平,534,537.0,东魏,孝静帝,元善见,天平,http://data.library.sh.cn/authority/temporal/m5kjmcy7mvyczv24,3
480,上愿,535,535.0,,,鲜于琛,上愿,http://data.library.sh.cn/authority/temporal/3kc9jwuqowrlbgwe,0
481,梁大同,535,546.0,梁,武帝,萧衍,大同,http://data.library.sh.cn/authority/temporal/i5c7tj45iiaueojs,11
482,西魏大统,535,551.0,西魏,文帝,元宝炬,大统,http://data.library.sh.cn/authority/temporal/738hpdq68vcwmv51,16
483,东魏元象,538,539.0,东魏,孝静帝,元善见,元象,http://data.library.sh.cn/authority/temporal/l6p4bsq5eui45fft,1
484,东魏兴和,539,542.0,东魏,孝静帝,元善见,兴和,http://data.library.sh.cn/authority/temporal/1ya17mgvuie55h4y,3
485,永汉,542,542.0,,,刘敬躬,永汉,http://data.library.sh.cn/authority/temporal/r97ihouinavo3t2m,0
486,东魏武定,543,550.0,东魏,孝静帝,元善见,武定,http://data.library.sh.cn/authority/temporal/skwwcpfvi9dd4bgx,7
487,梁中大同,546,547.0,梁,武帝,萧衍,中大同,http://data.library.sh.cn/authority/temporal/2tyi2qcjftdcvt37,1
488,梁太清,547,549.0,梁,武帝,萧衍,太清,http://data.library.sh.cn/authority/temporal/2spys97m2mohdqir,2
489,正平,548,549.0,,,萧正德,正平,http://data.library.sh.cn/authority/temporal/38id2fplfekva7e1,1
490,永平,549,550.0,,,麴玄喜,永平,http://data.library.sh.cn/authority/temporal/bflucq9hdzaneurh,1
491,梁大宝,550,550.0,梁,简文帝,萧纲,大宝,http://data.library.sh.cn/authority/temporal/fl7uo5xuecm2fyvp,0
492,和平,551,554.0,,,麴□,和平,http://data.library.sh.cn/authority/temporal/rothvfeetyjldc5p,3
493,太始,551,552.0,,,侯景,太始,http://data.library.sh.cn/authority/temporal/hgm9jzzjwrsn9c98,1
494,梁天正,551,553.0,梁,豫章王,萧栋,天正,http://data.library.sh.cn/authority/temporal/98tnhht2qrixcete,2
495,北齐天保,551,559.0,北齐,文宣帝,高洋,天保,http://data.library.sh.cn/authority/temporal/j8fvqsnog8tp2fc3,8
496,梁承圣,552,555.0,梁,元帝,萧绎,承圣,http://data.library.sh.cn/authority/temporal/n9u3rdpli664wlvt,3
497,西魏元钦,552,553.0,西魏,废帝,NON,元钦,http://data.library.sh.cn/authority/temporal/bc3qszaknsjenjny,1
498,梁承圣,553,554.0,梁,元帝,萧绎,承圣,http://data.library.sh.cn/authority/temporal/p3djldcondu9rx4b,1
499,西魏,554,556.0,西魏,恭帝,拓跋廓,,http://data.library.sh.cn/authority/temporal/qfltm9pik6417l4p,2
500,梁天正,554,554.0,梁,元帝,萧绎,天正,http://data.library.sh.cn/authority/temporal/s48w819s76i1dgqk,0
501,梁绍泰,555,556.0,梁,敬帝,萧方智,绍泰,http://data.library.sh.cn/authority/temporal/28q21ghtze1ef4ct,1
502,梁天成,555,555.0,梁,贞阳侯,萧渊明,天成,http://data.library.sh.cn/authority/temporal/gy8l58cnvon7ipze,0
503,高昌建昌,555,560.0,高昌,,麴宝茂,建昌,http://data.library.sh.cn/authority/temporal/bm4jfr7fd1kiagl7,5
504,后梁大定,555,562.0,后梁,宣帝,萧詧,大定,http://data.library.sh.cn/authority/temporal/1jnm8o5chh47dkxj,7
505,梁太平,556,557.0,梁,敬帝,萧方智,太平,http://data.library.sh.cn/authority/temporal/7e3zow6qrduqza1v,1
506,北周,557,558.0,北周,孝闵帝,宇文觉,,http://data.library.sh.cn/authority/temporal/lervhlfwb2z2qn6d,1
507,北周,558,560.0,北周,明帝,宇文毓,,http://data.library.sh.cn/authority/temporal/3bgxwceaiio37zpn,2
508,陈永定,558,560.0,陈,武帝,陈霸先,永定,http://data.library.sh.cn/authority/temporal/mxdzbys2i6cqofq4,2
509,陈天嘉,560,566.0,陈,文帝,陈蒨,天嘉,http://data.library.sh.cn/authority/temporal/hiw7ypcrq2n38v1u,6
510,北齐皇建,560,561.0,北齐,孝昭帝,高演,皇建,http://data.library.sh.cn/authority/temporal/ch4fgxcu7sj5st2r,1
511,北周武成,560,560.0,北周,明帝,宇文毓,武成,http://data.library.sh.cn/authority/temporal/lzonxl4bklv55ntc,0
512,北齐乾明,560,560.0,北齐,废帝,高殷,乾明,http://data.library.sh.cn/authority/temporal/98mi65qdzg8j7btc,0
513,高昌延昌,561,589.0,高昌,,麴乾固,延昌,http://data.library.sh.cn/authority/temporal/dbvlcnjnf2w148ip,28
514,北周保定,561,565.0,北周,武帝,宇文邕,保定,http://data.library.sh.cn/authority/temporal/sc7wp1b7if2jrgcu,4
515,北齐大宁,561,562.0,北齐,武成帝,高湛,大宁;太宁,http://data.library.sh.cn/authority/temporal/lu7aepjf7raprh8u,1
516,北齐河清,562,565.0,北齐,武成帝,高湛,河清,http://data.library.sh.cn/authority/temporal/pox62snnep4y5tsm,3
517,后梁天保,562,585.0,后梁,明帝,萧岿,天保,http://data.library.sh.cn/authority/temporal/knk5ma41orsmupev,23
518,北齐天统,565,569.0,北齐,后主,高纬,天统,http://data.library.sh.cn/authority/temporal/xutcww74pgau28fr,4
519,陈天康,566,566.0,陈,文帝,陈蒨,天康,http://data.library.sh.cn/authority/temporal/ij81rtjs3lzbtt6y,0
520,北周天和,566,572.0,北周,武帝,宇文邕,天和,http://data.library.sh.cn/authority/temporal/1a2vfo71739pnyhe,6
521,陈光大,567,568.0,陈,废帝,陈伯宗,光大,http://data.library.sh.cn/authority/temporal/f31p4znozjo5bxtw,1
522,陈太建,569,582.0,陈,宣帝,陈顼,太建,http://data.library.sh.cn/authority/temporal/nwi29bh1pc81gobn,13
523,北齐武平,570,576.0,北齐,后主,高纬,武平,http://data.library.sh.cn/authority/temporal/hpf8bpda868tp5qd,6
524,北周建德,572,578.0,北周,武帝,宇文邕,建德,http://data.library.sh.cn/authority/temporal/1843d7oqqlvuker5,6
525,北齐隆化,576,577.0,北齐,后主,高纬,隆化,http://data.library.sh.cn/authority/temporal/oy3rem69qpftjeab,1
526,北齐承光,577,,北齐,幼主,高恒,承光,http://data.library.sh.cn/authority/temporal/glvpbcmcui3yfien,0
527,北周宣政,578,578.0,北周,宣帝,宇文赟,宣政,http://data.library.sh.cn/authority/temporal/28m71xdsg6t142m1,0
528,北周大成,579,580.0,北周,宣帝,宇文赟,大成,http://data.library.sh.cn/authority/temporal/79d5kpgk9ovmeevq,1
529,北周大象,580,581.0,北周,静帝,宇文阐,大象,http://data.library.sh.cn/authority/temporal/g2lvd1zjxxbrtdqa,1
530,北周大定,581,581.0,北周,静帝,宇文阐,大定,http://data.library.sh.cn/authority/temporal/ipxw3qiit3ml6vsv,0
531,陈至德,583,586.0,陈,后主,陈叔宝,至德,http://data.library.sh.cn/authority/temporal/w8qj19cnomsor8ii,3
532,后梁广运,586,587.0,后梁,,萧琮,广运,http://data.library.sh.cn/authority/temporal/z5s8a31mj6h1gnj9,1
533,陈祯明,587,589.0,陈,后主,陈叔宝,祯明,http://data.library.sh.cn/authority/temporal/dw2ksiby8di8mfis,2
534,隋开皇,582,589.0,隋,文帝,杨坚,开皇,http://data.library.sh.cn/authority/temporal/ylyobpybbk442ev6,7
535,隋,589,618.0,隋,,,,http://data.library.sh.cn/authority/temporal/i9lwy7pb6y5rz8xo,29
536,隋开皇,589,600.0,隋,文帝,杨坚,开皇,http://data.library.sh.cn/authority/temporal/1p4t1rtattpetdfn,11
537,高昌延昌,589,601.0,高昌,,麴乾固,延昌,http://data.library.sh.cn/authority/temporal/i4gzq1997nn8nufc,12
538,隋仁寿,601,604.0,隋,文帝,杨坚,仁寿,http://data.library.sh.cn/authority/temporal/ogfkafsjwbff2t1p,3
539,高昌延和,602,613.0,高昌,,麴伯雅,延和,http://data.library.sh.cn/authority/temporal/3tv79m84ap736v3x,11
540,隋大业,605,618.0,隋,炀帝,杨广,大业,http://data.library.sh.cn/authority/temporal/3p7lhlwyzqjezwpt,13
541,白乌,613,613.0,,,向海明,白乌,http://data.library.sh.cn/authority/temporal/w1k2rltayvdkfahm,0
542,大世,614,614.0,,,刘迦论,大世,http://data.library.sh.cn/authority/temporal/gudsekjgaoqgxb9b,0
543,高昌义和,614,618.0,高昌,,麴□,义和,http://data.library.sh.cn/authority/temporal/bf218vii1c6fj4aq,4
544,昌达,615,618.0,,,朱粲,昌达,http://data.library.sh.cn/authority/temporal/5nsz6pu5numz1ls5,3
545,始兴,616,616.0,,,操师乞,始兴,http://data.library.sh.cn/authority/temporal/bg92fp1r8ceu2ncl,0
546,楚太平,616,618.0,楚,,林士弘,太平,http://data.library.sh.cn/authority/temporal/m9mfgfyvjwjpnshj,2
547,丑平,617,618.0,,,郭子和,丑平;正平,http://data.library.sh.cn/authority/temporal/o8zgcy1ysvyu3cwl,1
548,天兴,617,618.0,,,刘武周,天兴,http://data.library.sh.cn/authority/temporal/fc1bpe6kp4ip63wl,1
549,魏永平,617,618.0,魏,,李密,永平,http://data.library.sh.cn/authority/temporal/vvp4zppe81vsah87,1
550,梁鸣凤,617,618.0,梁,,萧铣,鸣凤,http://data.library.sh.cn/authority/temporal/jl1qvvfjrkb4igqb,1
551,梁永隆,617,618.0,梁,,梁师都,永隆,http://data.library.sh.cn/authority/temporal/morqizkjdraq42gk,1
552,安乐,618,618.0,,,李轨,安乐,http://data.library.sh.cn/authority/temporal/ekjzfp7wkcv8lfxb,0
553,隋皇泰,618,619.0,隋,越王,杨侗,皇泰,http://data.library.sh.cn/authority/temporal/lh2dpz8t7h9lg47r,1
554,隋皇泰,618,618.0,隋,越王,杨侗,皇泰,http://data.library.sh.cn/authority/temporal/jp1o55m8a6jepgiz,0
555,隋义宁,618,618.0,隋,恭帝,杨侑,义宁,http://data.library.sh.cn/authority/temporal/wq4sz9wjoq5f5kb5,0
556,隋克复,710,710.0,隋,中元;宗,李重福,克复,http://data.library.sh.cn/authority/temporal/n8fuvld8vq69vrsq,0
557,夏丁丑,617,618.0,夏,,窦建德,丁丑,http://data.library.sh.cn/authority/temporal/hm6tq9vl6nx7pa4l,1
558,唐,618,907.0,唐,,,,http://data.library.sh.cn/authority/temporal/icdquglj1cgbekqk,289
559,昌达,618,619.0,,,朱粲,昌达,http://data.library.sh.cn/authority/temporal/qyautsp4racb8ls1,1
560,天兴,618,620.0,,,刘武周,天兴,http://data.library.sh.cn/authority/temporal/3rg33wlc5dsm9qa3,2
561,安乐,618,623.0,,,李轨,安乐,http://data.library.sh.cn/authority/temporal/gixwquy55qpdd4r9,5
562,夏五凤,618,618.0,夏,,窦建德,五凤,http://data.library.sh.cn/authority/temporal/sh9ichrt69298cka,0
563,许天寿,618,619.0,许,,宇文化及,天寿,http://data.library.sh.cn/authority/temporal/ytj868kgun9tmahi,1
564,楚太平,618,622.0,楚,,林士弘,太平,http://data.library.sh.cn/authority/temporal/1dwijyeoweiftq8w,4
565,唐武德,618,626.0,唐,高祖,李渊,武德,http://data.library.sh.cn/authority/temporal/xjk8zocy2nz39f4a,8
566,梁永隆,618,628.0,梁,,梁师都,永隆,http://data.library.sh.cn/authority/temporal/y1lyqeazxb9or8mj,10
567,梁鸣凤,618,621.0,梁,,萧铣,鸣凤,http://data.library.sh.cn/authority/temporal/sqakp2qhv4j2ul7g,3
568,燕始兴,618,624.0,燕,,高开道,始兴,http://data.library.sh.cn/authority/temporal/c52xifg5c8f18ggk,6
569,夏五凤,618,621.0,夏,,窦建德,五凤,http://data.library.sh.cn/authority/temporal/fk9omvu42cf2rlao,3
570,高昌义和,618,619.0,高昌,,麴□,义和,http://data.library.sh.cn/authority/temporal/kv77na29tocjf8pb,1
571,延康,619,620.0,,,沈法兴,延康,http://data.library.sh.cn/authority/temporal/ol4o5apa2y4l7dnx,1
572,郑开明,619,621.0,郑,,王世充,开明,http://data.library.sh.cn/authority/temporal/gw35dpw8zef5j2lz,2
573,许明政,619,620.0,许,,李子通,明政,http://data.library.sh.cn/authority/temporal/juj1xken5mzps2ki,1
574,重光,621,622.0,,,麴文泰,重光,http://data.library.sh.cn/authority/temporal/15nlpikyfopksa3e,1
575,夏天造,622,623.0,夏,,刘黑闼,天造,http://data.library.sh.cn/authority/temporal/o21xjey9i9onrsyf,1
576,宋天明,623,624.0,宋,,辅公祏,天明,http://data.library.sh.cn/authority/temporal/5un7d1ndqhv3nle9,1
577,延寿,624,640.0,,,李轨,延寿,http://data.library.sh.cn/authority/temporal/elz6ohaatenfsqpj,16
578,唐贞观,627,649.0,唐,太宗,李世民,贞观,http://data.library.sh.cn/authority/temporal/ivhicy3jc7akw912,22
579,唐永徽,650,655.0,唐,高宗,李治,永徽,http://data.library.sh.cn/authority/temporal/i54m3tdernjlbaye,5
580,唐显庆,656,661.0,唐,高宗,李治,显庆,http://data.library.sh.cn/authority/temporal/a83tnsv4hbgqpaoh,5
581,唐龙朔,661,663.0,唐,高宗,李治,龙朔,http://data.library.sh.cn/authority/temporal/raxdblljged4j3jj,2
582,唐麟德,664,665.0,唐,高宗,李治,麟德,http://data.library.sh.cn/authority/temporal/9a1xos9znk7yr7lt,1
583,唐乾封,666,668.0,唐,高宗,李治,乾封,http://data.library.sh.cn/authority/temporal/7c6d4c9cuy5j9d48,2
584,唐总章,668,670.0,唐,高宗,李治,总章,http://data.library.sh.cn/authority/temporal/1mkx1p81epm91exn,2
585,唐咸亨,670,674.0,唐,高宗,李治,咸亨,http://data.library.sh.cn/authority/temporal/k47xbimzg7hi3fto,4
586,唐上元,674,676.0,唐,高宗,李治,上元,http://data.library.sh.cn/authority/temporal/95qfwfs47amo82w2,2
587,唐仪凤,676,679.0,唐,高宗,李治,仪凤,http://data.library.sh.cn/authority/temporal/aybvhok9afad2l8y,3
588,唐调露,679,680.0,唐,高宗,李治,调露,http://data.library.sh.cn/authority/temporal/cwk37yyfyfqr3rk2,1
589,唐永隆,680,681.0,唐,高宗,李治,永隆,http://data.library.sh.cn/authority/temporal/zxnbtb17jw9mr4zr,1
590,唐开耀,681,682.0,唐,高宗,李治,开耀,http://data.library.sh.cn/authority/temporal/23jr3blzhqfd2jb1,1
591,唐永淳,682,683.0,唐,高宗,李治,永淳,http://data.library.sh.cn/authority/temporal/u3prb7ld3m57yt1q,1
592,唐弘道,683,683.0,唐,中宗,李显,弘道,http://data.library.sh.cn/authority/temporal/4jnzledbjybf7687,0
593,唐嗣圣,684,684.0,唐,中宗,李显,嗣圣,http://data.library.sh.cn/authority/temporal/6nyfg4hekqcrgg5s,0
594,唐文明,684,684.0,唐,睿宗,李旦,文明,http://data.library.sh.cn/authority/temporal/foqmhtas34c6csew,0
595,唐垂拱,685,688.0,唐,,武则天,垂拱,http://data.library.sh.cn/authority/temporal/y6ni8cb3v6bv4n2o,3
596,唐光宅,685,685.0,唐,,武则天,光宅,http://data.library.sh.cn/authority/temporal/t685mlpix24mt1iy,0
597,唐载初,689,690.0,唐,,武则天,载初,http://data.library.sh.cn/authority/temporal/4m7nwdtgsyzoas1t,1
598,唐永昌,689,689.0,唐,,武则天,永昌,http://data.library.sh.cn/authority/temporal/5afe2ax3pepg7beu,0
599,唐天授,690,692.0,唐,,武则天,天授,http://data.library.sh.cn/authority/temporal/6c9o7qdszkzhly6b,2
600,唐如意,692,693.0,唐,,武则天,如意,http://data.library.sh.cn/authority/temporal/pfakljj8344jkgb8,1
601,唐长寿,693,694.0,唐,,武则天,长寿,http://data.library.sh.cn/authority/temporal/jfdp4rpvrgnlebrq,1
602,唐延载,694,695.0,唐,,武则天,延载,http://data.library.sh.cn/authority/temporal/axye5peu5h3itf2e,1
603,唐天册万岁,695,696.0,唐,,武则天,天册万岁,http://data.library.sh.cn/authority/temporal/udow65h1sq7epude,1
604,唐万岁通天,696,696.0,唐,,武则天,万岁通天,http://data.library.sh.cn/authority/temporal/ghje3tv3yetnljdq,0
605,唐万岁登封,696,697.0,唐,,武则天,万岁登封,http://data.library.sh.cn/authority/temporal/mwpg9mdtfrwo2zy9,1
606,唐神功,697,697.0,唐,,武则天,神功,http://data.library.sh.cn/authority/temporal/yvywgmch95712tg3,0
607,唐圣历,698,700.0,唐,,武则天,圣历,http://data.library.sh.cn/authority/temporal/qhfo69d9v6i2lpbw,2
608,渤海大祚荣,698,719.0,渤海,,大祚荣,大祚荣,http://data.library.sh.cn/authority/temporal/zar2siko9pg9ouxn,21
609,唐久视,700,701.0,唐,,武则天,久视,http://data.library.sh.cn/authority/temporal/4d9pl47dct1wbxfd,1
610,唐大足,701,702.0,唐,,武则天,大足,http://data.library.sh.cn/authority/temporal/8o8szbuwuf8111ru,1
611,唐长安,702,703.0,唐,,武则天,长安,http://data.library.sh.cn/authority/temporal/huorbkh6pihlga4c,1
612,唐神龙,704,707.0,唐,中宗,李显,神龙,http://data.library.sh.cn/authority/temporal/38zovt8kpb4ahfu3,3
613,唐景龙,707,710.0,唐,中宗,李显,景龙,http://data.library.sh.cn/authority/temporal/2b58gkfnwmvusmeh,3
614,唐景云,710,711.0,唐,睿宗,李旦,景云,http://data.library.sh.cn/authority/temporal/g4ct89v4qcg3wo8i,1
615,唐唐隆,710,710.0,唐,少帝,李重茂,唐隆,http://data.library.sh.cn/authority/temporal/f7z3xiljwyelh2dy,0
616,唐太极,712,713.0,唐,睿宗,李旦,太极,http://data.library.sh.cn/authority/temporal/ujf3xika2bfetgjs,1
617,唐延和,713,714.0,唐,睿宗,李旦,延和,http://data.library.sh.cn/authority/temporal/ry1qjc5m6idfdw91,1
618,唐先天,714,714.0,唐,玄宗,李隆基,先天,http://data.library.sh.cn/authority/temporal/5nyr6anqrz1zld77,0
619,唐开元,714,741.0,唐,玄宗,李隆基,开元,http://data.library.sh.cn/authority/temporal/4ilyrfwurk4tysv8,27
620,渤海仁安,720,737.0,渤海,,大武艺,仁安,http://data.library.sh.cn/authority/temporal/5ln4vououychnq9u,17
621,渤海大兴,738,793.0,渤海,,大钦茂,大兴,http://data.library.sh.cn/authority/temporal/baqj9ha351xi9c5f,55
622,唐天宝,742,756.0,唐,玄宗,李隆基,天宝,http://data.library.sh.cn/authority/temporal/67uzpymf29id9u3r,14
623,南诏阁逻凤,746,751.0,南诏,,NON,阁逻凤,http://data.library.sh.cn/authority/temporal/yexkmubqdqmoigrx,5
624,南诏赞普锺,752,768.0,南诏,,NON,赞普锺;阁逻凤,http://data.library.sh.cn/authority/temporal/hptc7bde439lnd44,16
625,燕圣武,756,756.0,燕,,安禄山,圣武,http://data.library.sh.cn/authority/temporal/wdf7d3glijo3gm6y,0
626,唐至德,756,758.0,唐,肃宗,李亨,至德,http://data.library.sh.cn/authority/temporal/8nm21s2dl3xd9dyf,2
627,燕载初,757,758.0,燕,,安禄山,载初,http://data.library.sh.cn/authority/temporal/fc9ejhwai5vdc6mq,1
628,燕天成,758,759.0,燕,,安禄山,天成,http://data.library.sh.cn/authority/temporal/eudsj3fli3drm369,1
629,唐乾元,758,760.0,唐,肃宗,李亨,乾元,http://data.library.sh.cn/authority/temporal/qggzgvmi8hshiedj,2
630,燕顺天,760,761.0,燕,,史思明,顺天,http://data.library.sh.cn/authority/temporal/ji7oocbc7yif4i24,1
631,唐上元,760,762.0,唐,肃宗,李亨,上元,http://data.library.sh.cn/authority/temporal/pjo78mpj4p17mxiw,2
632,燕应天,760,760.0,燕,,史思明,应天,http://data.library.sh.cn/authority/temporal/otz23cwyrccer316,0
633,黄龙,761,761.0,,,段子璋,黄龙,http://data.library.sh.cn/authority/temporal/4woticeappxni1fo,0
634,燕显圣,761,763.0,燕,,史朝义,显圣,http://data.library.sh.cn/authority/temporal/mkibn2kv9kbhyyio,2
635,宝胜,762,763.0,,,袁晁,宝胜,http://data.library.sh.cn/authority/temporal/eynb14y6bvvfywc3,1
636,唐宝应,762,763.0,唐,肃宗,李亨,宝应,http://data.library.sh.cn/authority/temporal/bihgz63ibxsty9y7,1
637,唐广德,763,765.0,唐,代宗,李豫,广德,http://data.library.sh.cn/authority/temporal/99gy9g7il5zm2liv,2
638,唐永泰,765,766.0,唐,代宗,李豫,永泰,http://data.library.sh.cn/authority/temporal/n758236dmmsyyxtz,1
639,唐大历,766,779.0,唐,代宗,李豫,大历,http://data.library.sh.cn/authority/temporal/l2nvch79sm4wn4gp,13
640,南诏长寿,769,779.0,南诏,,NON,长寿,http://data.library.sh.cn/authority/temporal/bac4v7741luhikwq,10
641,唐建中,780,783.0,唐,德宗,李适,建中,http://data.library.sh.cn/authority/temporal/tb7ax1fthukq9wkl,3
642,南诏见龙,780,783.0,南诏,,异牟寻,见龙,http://data.library.sh.cn/authority/temporal/pkq9epwjqx32i1x7,3
643,应天,783,784.0,,,朱泚,应天,http://data.library.sh.cn/authority/temporal/rq2kppnoedhq7lzg,1
644,天皇,784,784.0,,,朱泚,天皇,http://data.library.sh.cn/authority/temporal/i16htr91e9vb76pj,0
