,ownerOfSeal,label_clean,length,印,章,之印,之章,私印,印信,考藏印,藏书印,藏书之印,书画印,图书印
8531,高时显,高时显印,4,1,,,,,,,,,,
8532,王穉登,解嘲,2,,,,,,,,,,,
8533,宋珏,比玉,2,,,,,,,,,,,
8534,溥儒,飞鸿,2,,,,,,,,,,,
8535,榭稚柳,习悦斋,3,,,,,,,,,,,
8536,任预,豫印,2,1,,,,,,,,,,
8537,王鏊,鏊,1,,,,,,,,,,,
8538,项圣谟,惜分阴,3,,,,,,,,,,,
8539,黄宾虹,宾虹,2,,,,,,,,,,,
8540,胡润芝,其难其慎,4,,,,,,,,,,,
8541,弘旿,读书不甚解,5,,,,,,,,,,,
8542,阮元,阮元私印,4,1,,,,1,,,,,,
8543,李普同,李天庆,3,,,,,,,,,,,
8544,王腰,短艇湖中闲采莼,7,,,,,,,,,,,
8545,邹一桂,画史诗人,4,,,,,,,,,,,
8546,董其昌,董其昌印,4,1,,,,,,,,,,
8547,丁仁,丁,1,,,,,,,,,,,
8548,陈衡恪,孤愤,2,,,,,,,,,,,
8549,丁云鹏,南羽氏,3,,,,,,,,,,,
8550,文徵明,徵明,2,,,,,,,,,,,
8551,项元汴,神游心赏,4,,,,,,,,,,,
8552,朱孔阳,庵,1,,,,,,,,,,,
8553,寿石工,辟支堂,3,,,,,,,,,,,
8554,吴昌硕,甓禅,2,,,,,,,,,,,
8555,吴湖帆,江南吴氏世家,6,,,,,,,,,,,
8556,朱屺瞻,屺瞻,2,,,,,,,,,,,
8557,方人定,人定,2,,,,,,,,,,,
8558,邹一桂,臣一桂,3,,,,,,,,,,,
8559,张复,元春氏,3,,,,,,,,,,,
8560,张绍仁,读异斋,3,,,,,,,,,,,
8561,丁仁,辅之所拓,4,,,,,,,,,,,
8562,潘伯鹰,有发,2,,,,,,,,,,,
8563,文徵明,文徵明印,4,1,,,,,,,,,,
8564,丁丙,光绪辛卯嘉惠堂所得,9,,,,,,,,,,,
8565,达受,六舟,2,,,,,,,,,,,
8566,王时敏,西田,2,,,,,,,,,,,
8567,胡润芝,涅于浑浊而不缁,7,,,,,,,,,,,
8568,范大冲,清宁宇宙中人,6,,,,,,,,,,,
8569,赵叔孺,赵时棢印,4,1,,,,,,,,,,
8570,徐恕,徐恕私印,4,1,,,,1,,,,,,
8571,钱榖,叔宝,2,,,,,,,,,,,
8572,寿石工,海长安称印匄,6,,,,,,,,,,,
8573,邵弥,瓜畴,2,,,,,,,,,,,
8574,高其佩,高其佩,3,,,,,,,,,,,
8575,鲁迅,迅翁,2,,,,,,,,,,,
8576,吴昌硕,俊,1,,,,,,,,,,,
8577,吴湖帆,吴湖帆,3,,,,,,,,,,,
8578,陈继儒,眉公,2,,,,,,,,,,,
8579,黄宾虹,甲子冬乙丑年元日生,9,,,,,,,,,,,
8580,弘旿,旿,1,,,,,,,,,,,
8581,朱之赤,第一希有,4,,,,,,,,,,,
8582,任预,任预,2,,,,,,,,,,,
8583,寿石工,玄尚精庐书翰之玺,8,,,,,,,,,,,
8584,杨绍和,杨绍和印,4,1,,,,,,,,,,
8585,王时敏,王时敏印,4,1,,,,,,,,,,
8586,张大千,张爰印,3,1,,,,,,,,,,
8587,朱屺瞻,朱屺瞻,3,,,,,,,,,,,
8588,丁仁,辅之白事,4,,,,,,,,,,,
8589,方薰,方薰之印,4,1,,1,,,,,,,,
8590,宋步云,步云八十年代作,7,,,,,,,,,,,
8591,陈半丁,半丁九十以后所作,8,,,,,,,,,,,
8592,溥儒,溥儒之印,4,1,,1,,,,,,,,
8593,项元汴,鸳鸯湖长,4,,,,,,,,,,,
8594,宁斧成,书画二分半,5,,,,,,,,,,,
8595,榭稚柳,溟鱼,2,,,,,,,,,,,
8596,冯超然,冯超然,3,,,,,,,,,,,
8597,岑槠,壹切惟心造,5,,,,,,,,,,,
8598,蒲华,秀水蒲华作英,6,,,,,,,,,,,
8599,赵叔孺,赵叔孺收藏印,6,1,,,,,,,,,,
8600,陈衡恪,朽者,2,,,,,,,,,,,
8601,董其昌,董玄宰,3,,,,,,,,,,,
8602,伊秉绶,秉绶之印,4,1,,1,,,,,,,,
8603,陈衡恪,陈朽,2,,,,,,,,,,,
8604,张宗祥,老小孩子,4,,,,,,,,,,,
8605,高时显,高显,2,,,,,,,,,,,
8606,胡润芝,任之之鈢,4,,,,,,,,,,,
8607,杨以增,东郡杨氏海源阁藏,8,,,,,,,,,,,
8608,朱彝尊,朱彝尊印,4,1,,,,,,,,,,
8609,朱复戡,神龟寿,3,,,,,,,,,,,
8610,顾廷龙,起潜,2,,,,,,,,,,,
8611,莫是龙,廷韩氏,3,,,,,,,,,,,
8612,范钦,天一阁主人,5,,,,,,,,,,,
8613,董其昌,大宗伯印,4,1,,,,,,,,,,
8614,杨以增,绍和筑岩,4,,,,,,,,,,,
8615,沈曾植,曼陀罗花馆,5,,,,,,,,,,,
8616,沈树镛,福德长寿,4,,,,,,,,,,,
8617,宋荦,荦,1,,,,,,,,,,,
8618,陈衡恪,槐堂,2,,,,,,,,,,,
8619,包栋,包栋之印,4,1,,1,,,,,,,,
8620,来楚生,安处,2,,,,,,,,,,,
8621,吴云,听枫山馆,4,,,,,,,,,,,
8622,张大千,大千,2,,,,,,,,,,,
8623,瞿绍基,虞山瞿绍基藏书之印,9,1,,1,,,,,,1,,
8624,岑槠,岑镕印信,4,,,,,,1,,,,,
8625,范钦,龙山山人,4,,,,,,,,,,,
8626,宋步云,步云古稀后作,6,,,,,,,,,,,
8627,梅清,茶峡,2,,,,,,,,,,,
8628,笪重光,江上,2,,,,,,,,,,,
8629,王腰,王禔之印,4,1,,1,,,,,,,,
8630,仇英,仇氏实父,4,,,,,,,,,,,
8631,弘旿,逍遥秋水大宗师,7,,,,,,,,,,,
8632,余任天,余任天收藏书画之印,9,1,,1,,,,,,,,
8633,杨以增,彦合珍玩,4,,,,,,,,,,,
8634,翁方纲,彝斋,2,,,,,,,,,,,
8635,吴云,十九科登翰林,6,,,,,,,,,,,
8636,王铎,王铎之印,4,1,,1,,,,,,,,
8637,胡润芝,茀堂,2,,,,,,,,,,,
8638,黄宾虹,癸未年八十,5,,,,,,,,,,,
8639,岑槠,甘泉岑镕仲陶,6,,,,,,,,,,,
8640,沈树镛,宝董室,3,,,,,,,,,,,
8641,刘海粟,海翁,2,,,,,,,,,,,
8642,汪统,平阳汪统之印,6,1,,1,,,,,,,,
8643,陆俨少,晚晴轩,3,,,,,,,,,,,
8644,齐白石,老白,2,,,,,,,,,,,
8645,蒲华,蒲华印,3,1,,,,,,,,,,
8646,安国,安国心赏,4,,,,,,,,,,,
8647,文徵明,辛夷馆印,4,1,,,,,,,,,,
8648,蒋风白,得天趣,3,,,,,,,,,,,
8649,郑慕康,慕康,2,,,,,,,,,,,
8650,齐白石,梨花小院思君,6,,,,,,,,,,,
8651,孙克弘,汉阳太守,4,,,,,,,,,,,
8652,田世光,昆明湖畔一画人,7,,,,,,,,,,,
8653,张大千,张爰印,3,1,,,,,,,,,,
8654,董邦达,咬得菜根,4,,,,,,,,,,,
8655,赵叔孺,特健药,3,,,,,,,,,,,
8656,徐渭,袖里青蛇,4,,,,,,,,,,,
8657,冯超然,涤舸摹古,4,,,,,,,,,,,
8658,唐寅,唐寅私印,4,1,,,,1,,,,,,
8659,陈运彰,陈彰,2,,,,,,,,,,,
8660,黄胄,蠡县梁氏,4,,,,,,,,,,,
8661,赵佶,内府图书之印,6,1,,1,,,,,,,,
8662,吴昌硕,俊,1,,,,,,,,,,,
8663,程庭鹭,序伯,2,,,,,,,,,,,
8664,范允临,石公,2,,,,,,,,,,,
8665,吕凤子,廿七年入蜀以后,7,,,,,,,,,,,
8666,袁廷檮,廷檮私印,4,1,,,,1,,,,,,
8667,张大千,丙辰,2,,,,,,,,,,,
8668,张大千,己未,2,,,,,,,,,,,
8669,汪统,平阳汪氏,4,,,,,,,,,,,
8670,陆俨少,陆氏,2,,,,,,,,,,,
8671,傅抱石,换了人间,4,,,,,,,,,,,
8672,梅清,茶峡,2,,,,,,,,,,,
8673,袁克文,云合楼,3,,,,,,,,,,,
8674,齐白石,借山老子,4,,,,,,,,,,,
8675,汪啓淑,开万楼藏书印,6,1,,,,,,,1,,,
8676,陈撰,癸卯,2,,,,,,,,,,,
8677,刘淑度,淑度,2,,,,,,,,,,,
8678,潘天寿,潘大,2,,,,,,,,,,,
8679,陈巨来,巨来印,3,1,,,,,,,,,,
8680,宋文治,松石斋,3,,,,,,,,,,,
8681,榭稚柳,壮暮堂,3,,,,,,,,,,,
8682,朱彝尊,小长芦金风亭长,7,,,,,,,,,,,
8683,费念慈,西蠡君直,4,,,,,,,,,,,
8684,余任天,数风流人物还看今朝,9,,,,,,,,,,,
8685,丁仁,辅之经眼,4,,,,,,,,,,,
8686,周亮工,赖古堂,3,,,,,,,,,,,
8687,瞿绍基,绍基秘籍,4,,,,,,,,,,,
8688,高时显,高野侯印,4,1,,,,,,,,,,
8689,郑文焯,鹤道人年四十以后所作,10,,,,,,,,,,,
8690,潘伯鹰,毘摩精舍,4,,,,,,,,,,,
8691,岑槠,铜士小印,4,1,,,,,,,,,,
8692,汪亚尘,汪亚尘,3,,,,,,,,,,,
8693,潘祖荫,伯寅父审释彝器款识,9,,,,,,,,,,,
8694,林散之,不残老人,4,,,,,,,,,,,
8695,毛晋,毛晋私印,4,1,,,,1,,,,,,
8696,祁豸佳,止祥父,3,,,,,,,,,,,
8697,文徵明,停云馆,3,,,,,,,,,,,
8698,王梦石,王梦石,3,,,,,,,,,,,
8699,陈撰,陈撰,2,,,,,,,,,,,
8700,狄学耕,爱画入骨髓,5,,,,,,,,,,,
8701,吴云,吴云私印,4,1,,,,1,,,,,,
8702,寿石工,琼浆万感,4,,,,,,,,,,,
8703,汪文柏,平阳季子之章,6,,1,,1,,,,,,,
8704,潘正炜,番禺潘氏望琼仙馆藏,9,,,,,,,,,,,
8705,顾麟士,鹤逸经眼,4,,,,,,,,,,,
8706,米万钟,勺海亭长,4,,,,,,,,,,,
8707,陈鱣,陈鱣,2,,,,,,,,,,,
8708,杨以增,绍和,2,,,,,,,,,,,
8709,乔大壮,劳者,2,,,,,,,,,,,
8710,费念慈,君直借读,4,,,,,,,,,,,
8711,居廉,吉祥花馆,4,,,,,,,,,,,
8712,吴鼒,臣鼒之印,4,1,,1,,,,,,,,
8713,钱榖,叔宝,2,,,,,,,,,,,
8714,钱君匋,君匋之鉨,4,,,,,,,,,,,
8715,方薰,樗盦,2,,,,,,,,,,,
8716,樊圻,樊圻印,3,1,,,,,,,,,,
8717,邹一桂,意到,2,,,,,,,,,,,
8718,钱镜塘,蝉鸣生,3,,,,,,,,,,,
8719,陈铣,陈铣,2,,,,,,,,,,,
8720,黄幻吾,黄,1,,,,,,,,,,,
8721,唐寅,南京解元,4,,,,,,,,,,,
8722,于非闇,双照,2,,,,,,,,,,,
8723,刘世珩,刘世珩经眼,5,,,,,,,,,,,
8724,齐白石,多面印1：恐青山笑我今非昨,13,,,,,,,,,,,
8725,陈半丁,半丁丙子,4,,,,,,,,,,,
8726,丁福保,寒灯独自吟,5,,,,,,,,,,,
8727,弘旿,瑶华道人画意,6,,,,,,,,,,,
8728,徐枋,徐枋之印,4,1,,1,,,,,,,,
8729,李可染,废画三千,4,,,,,,,,,,,
8730,华岩,临汀,2,,,,,,,,,,,
8731,徐渭,佛寿,2,,,,,,,,,,,
8732,唐云,唐云私印,4,1,,,,1,,,,,,
8733,黄宾虹,黄宾鸿,3,,,,,,,,,,,
8734,林则徐,林则徐印,4,1,,,,,,,,,,
8735,笪重光,江上,2,,,,,,,,,,,
8736,邹一桂,一笑,2,,,,,,,,,,,
8737,潘奕隽,守愚,2,,,,,,,,,,,
8738,高其佩,其佩,2,,,,,,,,,,,
8739,陈衡恪,染而不色,4,,,,,,,,,,,
8740,沈颢,别号石天,4,,,,,,,,,,,
8741,赵鹤琴,臧晖庐,3,,,,,,,,,,,
8742,朱彝尊,琅玕多种屋东头,7,,,,,,,,,,,
8743,朱鼎煦,萧山朱鼎煦收藏书籍,9,,,,,,,,,,,
8744,顾鹤庆,顾鹤庆印,4,1,,,,,,,,,,
8745,吴翌凤,枚庵,2,,,,,,,,,,,
8746,吴昌硕,吴俊唯印,4,1,,,,,,,,,,
8747,汪统,汪氏潜龙,4,,,,,,,,,,,
8748,陈半丁,陈年印信,4,,,,,,1,,,,,
8749,胡润芝,胡,1,,,,,,,,,,,
8750,高时敷,乐只室,3,,,,,,,,,,,
8751,田世光,柳浪西园,4,,,,,,,,,,,
8752,黄钺,臣钺,2,,,,,,,,,,,
8753,贺天健,贺天健,3,,,,,,,,,,,
8754,溥儒,心畲,2,,,,,,,,,,,
8755,姚绶,沧江虹月,4,,,,,,,,,,,
8756,毛晋,开卷一乐,4,,,,,,,,,,,
8757,项圣谟,项氏孔彰,4,,,,,,,,,,,
8758,唐云,唐云之印,4,1,,1,,,,,,,,
8759,文徵明,停云馆,3,,,,,,,,,,,
8760,朱彝尊,朱彝尊印,4,1,,,,,,,,,,
8761,应野平,应,1,,,,,,,,,,,
8762,朱之蕃,兰嵎,2,,,,,,,,,,,
8763,齐白石,老岂作锣下猕猴,7,,,,,,,,,,,
8764,岑槠,岑镕之印,4,1,,1,,,,,,,,
8765,高时显,高显斦木,4,,,,,,,,,,,
8766,徐悲鸿,徐悲鸿,3,,,,,,,,,,,
8767,溥儒,西山逸士,4,,,,,,,,,,,
8768,黄君璧,白云堂,3,,,,,,,,,,,
8769,归昌世,归文休,3,,,,,,,,,,,
8770,高邕,悔盦,2,,,,,,,,,,,
8771,杨以增,绍和筑岩,4,,,,,,,,,,,
8772,朱屺瞻,屺瞻,2,,,,,,,,,,,
8773,弘旿,苇航,2,,,,,,,,,,,
8774,郑午昌,午昌,2,,,,,,,,,,,
8775,黄宾虹,片石居,3,,,,,,,,,,,
8776,顾麟士,顾西津,3,,,,,,,,,,,
8777,陈衡恪,某,1,,,,,,,,,,,
8778,文彭,三桥居士,4,,,,,,,,,,,
8779,赵之谦,赵之谦,3,,,,,,,,,,,
8780,毕泷,毕泷藏书画记,6,,,,,,,,,,,
8781,文嘉,文嘉,2,,,,,,,,,,,
8782,邓尔雅,邓万岁,3,,,,,,,,,,,
8783,任预,任预,2,,,,,,,,,,,
8784,孙星衍,丁未对策上第,6,,,,,,,,,,,
8785,马公愚,马公愚,3,,,,,,,,,,,
8786,项圣谟,项圣谟印,4,1,,,,,,,,,,
8787,高其佩,山海关外人,5,,,,,,,,,,,
8788,文徵明,文徵明印,4,1,,,,,,,,,,
8789,潘伯鹰,潘凫私印,4,1,,,,1,,,,,,
8790,曹溶,檇李曹氏藏书印,7,1,,,,,,,1,,,
8791,刘海粟,昔我师黄山今作黄山友,10,,,,,,,,,,,
8792,龚贤,龚贤,2,,,,,,,,,,,
8793,爱新觉罗·弘历,烟云无尽藏,5,,,,,,,,,,,
8794,叶浅予,叶浅予印,4,1,,,,,,,,,,
8795,萧谦中,谦中,2,,,,,,,,,,,
8796,陈淳,白阳山人,4,,,,,,,,,,,
8797,李可染,孺子牛,3,,,,,,,,,,,
8798,郑文焯,石芝供养,4,,,,,,,,,,,
8799,汪士慎,汪慎,2,,,,,,,,,,,
8800,田家英,成都曾氏,4,,,,,,,,,,,
8801,文徵明,衡山,2,,,,,,,,,,,
8802,杨维祯,杨维祯印,4,1,,,,,,,,,,
8803,邓尔雅,邓尔雅印,4,1,,,,,,,,,,
8804,陈半丁,各自为政,4,,,,,,,,,,,
8805,韩登安,韩登安,3,,,,,,,,,,,
8806,项元汴,子孙永保,4,,,,,,,,,,,
8807,周沧米,雁荡山民,4,,,,,,,,,,,
8808,华岩,解弢馆,3,,,,,,,,,,,
8809,仇英,十州,2,,,,,,,,,,,
8810,爱新觉罗·弘历,懋勤殿鉴定章,6,,1,,,,,,,,,
8811,弘旿,娱清书屋,4,,,,,,,,,,,
8812,汪文琛,三十五峰园汪厚斋家藏,10,,,,,,,,,,,
8813,刘淑度,家在德水之阳,6,,,,,,,,,,,
8814,陈半丁,不值一笑,4,,,,,,,,,,,
8815,梅清,衡洞草堂,4,,,,,,,,,,,
8816,孙承泽,北平孙氏砚山斋图书,9,,,,,,,,,,,
8817,于非闇,一字非厂,4,,,,,,,,,,,
8818,张善孖,张善子,3,,,,,,,,,,,
8819,张大千,大千居士,4,,,,,,,,,,,
8820,倪田,宝田,2,,,,,,,,,,,
8821,朱鼎煦,读书编书,4,,,,,,,,,,,
8822,吴昌硕,吴俊卿印,4,1,,,,,,,,,,
8823,梅清,我法,2,,,,,,,,,,,
8824,项元汴,冢宰之属,4,,,,,,,,,,,
8825,文彭,文寿承氏,4,,,,,,,,,,,
8826,榭稚柳,应无不舞时,5,,,,,,,,,,,
8827,倪田,默默道人,4,,,,,,,,,,,
8828,黄士陵,士陵,2,,,,,,,,,,,
8829,杨以增,杨以增印,4,1,,,,,,,,,,
8830,汪统,石缘,2,,,,,,,,,,,
8831,齐白石,多面印1：五世同堂,9,,,,,,,,,,,
8832,毛晋,虞山毛晋,4,,,,,,,,,,,
8833,王铎,痴庵道人,4,,,,,,,,,,,
8834,寿石工,海棠花底三年驻,7,,,,,,,,,,,
8835,陈子庄,石壶,2,,,,,,,,,,,
8836,阮元,管领湖山,4,,,,,,,,,,,
8837,张廷济,叔未,2,,,,,,,,,,,
8838,舒同,舒同七十后书,6,,,,,,,,,,,
8839,于希宁,才德勤修养,5,,,,,,,,,,,
8840,胡润芝,识字农夫,4,,,,,,,,,,,
8841,莫是龙,静庵,2,,,,,,,,,,,
8842,郑文焯,石芝西堪读碑题记,8,,,,,,,,,,,
8843,余任天,玉宇澄清万里埃,7,,,,,,,,,,,
8844,弘旿,菊池秋水,4,,,,,,,,,,,
8845,黄士陵,延清芬室,4,,,,,,,,,,,
8846,汪慎生,满川渔舍,4,,,,,,,,,,,
8847,罗振玉,雪堂藏石,4,,,,,,,,,,,
8848,姜宸英,老易斋,3,,,,,,,,,,,
8849,邓散木,三长两短之斋,6,,,,,,,,,,,
8850,榭稚柳,习悦,2,,,,,,,,,,,
8851,唐寅,唐寅私印,4,1,,,,1,,,,,,
8852,吴昌硕,酸寒尉印,4,1,,,,,,,,,,
8853,周天球,周氏公瑕,4,,,,,,,,,,,
8854,王谷祥,榖祥,2,,,,,,,,,,,
8855,孙克弘,世宝,2,,,,,,,,,,,
8856,吴湖帆,先人真迹湖帆嗣守,8,,,,,,,,,,,
8857,爱新觉罗·弘历,乾隆鉴赏,4,,,,,,,,,,,
8858,陈少梅,少梅,2,,,,,,,,,,,
8859,方济众,济众,2,,,,,,,,,,,
8860,邵弥,邵弥之印,4,1,,1,,,,,,,,
8861,曹溶,秋岳生,3,,,,,,,,,,,
8862,邹一桂,一桂之印,4,1,,1,,,,,,,,
8863,张辛稼,霜屋老农,4,,,,,,,,,,,
8864,孙星衍,孙星衍印,4,1,,,,,,,,,,
8865,杨以增,彦合珍存,4,,,,,,,,,,,
8866,张伯英,张伯英印,4,1,,,,,,,,,,
8867,陈鸿寿,曼生,2,,,,,,,,,,,
8868,王鏊,济之,2,,,,,,,,,,,
8869,榭稚柳,谢,1,,,,,,,,,,,
8870,张伯英,伯英,2,,,,,,,,,,,
8871,余任天,少室,2,,,,,,,,,,,
8872,季振宜,季振宜字诜兮号沧苇,9,,,,,,,,,,,
8873,达受,曾在六舟处,5,,,,,,,,,,,
8874,张伯英,伯英,2,,,,,,,,,,,
8875,周沧米,雁荡人,3,,,,,,,,,,,
8876,汪士钟,阆源父,3,,,,,,,,,,,
8877,陈奕禧,子文,2,,,,,,,,,,,
8878,顾麟士,鹤逸,2,,,,,,,,,,,
8879,,沮溺之俦,4,,,,,,,,,,,
8880,杨以增,仪晋观堂,4,,,,,,,,,,,
8881,钱榖,钱氏叔宝,4,,,,,,,,,,,
8882,蒋风白,风白,2,,,,,,,,,,,
8883,方士庶,方洵,2,,,,,,,,,,,
8884,王个喉,启之,2,,,,,,,,,,,
8885,倪田,墨耕画记,4,,,,,,,,,,,
8886,程正揆,端伯,2,,,,,,,,,,,
8887,宋步云,宋步云,3,,,,,,,,,,,
8888,居廉,罗浮道人,4,,,,,,,,,,,
8889,黄宾虹,宾谼,2,,,,,,,,,,,
8890,陈半丁,晴山,2,,,,,,,,,,,
8891,刘世珩,五灯庵,3,,,,,,,,,,,
8892,戴本孝,戴本印,3,1,,,,,,,,,,
8893,黄丕烈,士礼居,3,,,,,,,,,,,
8894,徐渭仁,徐渭仁印,4,1,,,,,,,,,,
8895,寿石工,抛书还少年,5,,,,,,,,,,,
8896,陈衡恪,朽者,2,,,,,,,,,,,
8897,卢址,抱经楼,3,,,,,,,,,,,
8898,黄钺,千石斋,3,,,,,,,,,,,
8899,岑槠,岑,1,,,,,,,,,,,
8900,黄道周,黄道周印,4,1,,,,,,,,,,
8901,文徵明,徵仲,2,,,,,,,,,,,
8902,弘旿,丁香吟馆,4,,,,,,,,,,,
8903,钱镜塘,钱镜塘珍藏乡贤赤牍印,10,1,,,,,,,,,,
8904,金城,金城,2,,,,,,,,,,,
8905,叶德辉,元尚斋藏,4,,,,,,,,,,,
8906,爱新觉罗·弘历,所宝惟贤,4,,,,,,,,,,,
8907,陈半丁,长乐其年,4,,,,,,,,,,,
8908,梅清,天延阁,3,,,,,,,,,,,
8909,爱新觉罗·弘历,万有同春,4,,,,,,,,,,,
8910,吴云,吴云字少青号平斋晚号退楼,12,,,,,,,,,,,
8911,王时敏,愻之,2,,,,,,,,,,,
8912,徐光济,硖石徐氏所藏金石书画之印章,13,,1,,,,,,,,,
8913,爱新觉罗·弘历,八徵耄念之宝,6,,,,,,,,,,,
8914,徐渭,大吕箸,3,,,,,,,,,,,
8915,胡润芝,任之,2,,,,,,,,,,,
8916,金俊明,俊明孝章,4,,1,,,,,,,,,
8917,来楚生,来楚生印,4,1,,,,,,,,,,
8918,溥儒,溥儒之印,4,1,,1,,,,,,,,
8919,黄宾虹,黄质,2,,,,,,,,,,,
8920,莫是龙,莫云卿印,4,1,,,,,,,,,,
8921,黎简,黎简,2,,,,,,,,,,,
8922,陈之佛,陈之佛印,4,1,,,,,,,,,,
8923,李可染,在精微,3,,,,,,,,,,,
8924,黄道周,黄道周印,4,1,,,,,,,,,,
8925,鲁迅,周信,2,,,,,,,,,,,
8926,叶浅予,浅予,2,,,,,,,,,,,
8927,于希宁,梅痴,2,,,,,,,,,,,
8928,赵少昂,少昂鈢,3,,,,,,,,,,,
8929,陈之佛,寄情,2,,,,,,,,,,,
8930,郑旼,遣苏郑旼慕倩,6,,,,,,,,,,,
8931,于非闇,于琛,2,,,,,,,,,,,
8932,余任天,恐美人之迟暮,6,,,,,,,,,,,
8933,陈淳,白阳山人,4,,,,,,,,,,,
8934,葛昌楹,葛昌楹,3,,,,,,,,,,,
8935,文从简,文彦可,3,,,,,,,,,,,
8936,安国,安国图书,4,,,,,,,,,,,
8937,陈衡恪,朽道人,3,,,,,,,,,,,
8938,米万钟,万钟米氏印,5,1,,,,,,,,,,
8939,陈半丁,半丁老人,4,,,,,,,,,,,
8940,张绍仁,张氏秘箧,4,,,,,,,,,,,
8941,胡润芝,不为三斗米米折腰,8,,,,,,,,,,,
8942,黄宾虹,黄宾虹印,4,1,,,,,,,,,,
8943,吴昌硕,安吉吴俊卿昌硕考藏金石书画,13,,,,,,,,,,,
8944,杨维祯,水南山北,4,,,,,,,,,,,
8945,陈鸿寿,陈曼生,3,,,,,,,,,,,
8946,宋荦,牧仲,2,,,,,,,,,,,
8947,李日华,李君实鉴定,5,,,,,,,,,,,
8948,邓石如,邓敷奏印,4,1,,,,,,,,,,
8949,陈奕禧,大雅,2,,,,,,,,,,,
8950,王个喉,生机,2,,,,,,,,,,,
8951,查昇,幻墨,2,,,,,,,,,,,
8952,文徵明,徵仲,2,,,,,,,,,,,
8953,黄慎,黄慎,2,,,,,,,,,,,
8954,溥儒,松巢客,3,,,,,,,,,,,
8955,陈撰,陈撰,2,,,,,,,,,,,
8956,刘海粟,海粟泼墨,4,,,,,,,,,,,
8957,杨善深,杨,1,,,,,,,,,,,
8958,黄山寿,山寿,2,,,,,,,,,,,
8959,张善孖,张泽,2,,,,,,,,,,,
8960,郑慕康,郑师玄,3,,,,,,,,,,,
8961,梅清,瞿山人清记,5,,,,,,,,,,,
8962,丁文蔚,丁居士,3,,,,,,,,,,,
8963,高剑父,剑父,2,,,,,,,,,,,
8964,吴大澂,愙斋,2,,,,,,,,,,,
8965,弘仁,孤啸主人,4,,,,,,,,,,,
8966,陈衡恪,师曾之友,4,,,,,,,,,,,
8967,陈半丁,半丁,2,,,,,,,,,,,
8968,陈半丁,稽山半老,4,,,,,,,,,,,
8969,文从简,从简之印,4,1,,1,,,,,,,,
8970,朱鼎煦,乐寿堂,3,,,,,,,,,,,
8971,费念慈,费,1,,,,,,,,,,,
8972,蒋风白,共赏,2,,,,,,,,,,,
8973,仇英,实父,2,,,,,,,,,,,
8974,程嘉燧,程嘉遂印,4,1,,,,,,,,,,
8975,唐云,大石居士写竹记,7,,,,,,,,,,,
8976,张善孖,虎痴,2,,,,,,,,,,,
8977,张大千,法匠,2,,,,,,,,,,,
8978,赵鹤琴,归程,2,,,,,,,,,,,
8979,王鏊,洞庭主人,4,,,,,,,,,,,
8980,黄道周,黄道周印,4,1,,,,,,,,,,
8981,王宠,太原王宠,4,,,,,,,,,,,
8982,范钦,明室真佚,4,,,,,,,,,,,
8983,李苦禅,苦禅,2,,,,,,,,,,,
8984,陈衡恪,师,1,,,,,,,,,,,
8985,梅清,瞿山人,3,,,,,,,,,,,
8986,岑槠,仲陶,2,,,,,,,,,,,
8987,李可染,可染创作,4,,,,,,,,,,,
8988,沈颢,朗倩,2,,,,,,,,,,,
8989,张燮,张蓉镜印,4,1,,,,,,,,,,
8990,丁文蔚,均琴,2,,,,,,,,,,,
8991,唐云,杭州唐云画印,6,1,,,,,,,,,,
8992,陈半丁,半丁,2,,,,,,,,,,,
8993,王穉登,尊生,2,,,,,,,,,,,
8994,高其佩,高其佩,3,,,,,,,,,,,
8995,张宗祥,冷僧八十岁后作,7,,,,,,,,,,,
8996,王铎,王铎之印,4,1,,1,,,,,,,,
8997,任预,立凡,2,,,,,,,,,,,
8998,黄胄,蠡县梁氏鉴藏,6,,,,,,,,,,,
8999,寿石工,敬跻堂客,4,,,,,,,,,,,
9000,弘旿,裛露掇其英,5,,,,,,,,,,,
9001,胡佩衡,胡佩衡印,4,1,,,,,,,,,,
9002,查昇,查昇之印声山,6,,,,,,,,,,,
9003,唐翰题,忠肃公二十九世孙翰题印,11,1,,,,,,,,,,
9004,陈半丁,山阴道上,4,,,,,,,,,,,
9005,祁豸佳,祁廌佳印,4,1,,,,,,,,,,
9006,张之洞,之洞,2,,,,,,,,,,,
9007,徐时栋,夷犹今古,4,,,,,,,,,,,
9008,陈鸿寿,老曼,2,,,,,,,,,,,
9009,陈衡恪,师曾无恙,4,,,,,,,,,,,
9010,孙克弘,汉阳太守章,5,,1,,,,,,,,,
9011,刘承干,翰仪过目,4,,,,,,,,,,,
9012,乔大壮,体中何如即秘书,7,,,,,,,,,,,
9013,徐光济,徐五手校,4,,,,,,,,,,,
9014,赵孟钴,松雪斋,3,,,,,,,,,,,
9015,李日华,日华,2,,,,,,,,,,,
9016,冯贞群,曼孺,2,,,,,,,,,,,
9017,马曰璐,半槎珍赏,4,,,,,,,,,,,
9018,丁仁,鹤庐,2,,,,,,,,,,,
9019,杭世骏,臣世骏,3,,,,,,,,,,,
9020,邢侗,邢氏子愿,4,,,,,,,,,,,
9021,黄钺,蕉林,2,,,,,,,,,,,
9022,刘淑度,淑度所藏,4,,,,,,,,,,,
9023,胡润芝,墨海云烟,4,,,,,,,,,,,
9024,马晋,马晋之印,4,1,,1,,,,,,,,
